user_id,name,review_count,average_stars
550,Dan,7,4.29
551,Hello,2,3.5
552,Leah,2,5.0
553,Ida,36,4.22
554,Alex,3,4.33
555,Alden,3,4.33
556,Steffanie,10,3.3
557,Amy,8,3.75
558,Rob,7,2.86
559,Erika,1,4.0
560,Annie,22,4.59
561,Cheryl,5,3.4
562,Quani,3,4.67
563,Joanna,5,3.4
564,Daniel,1,3.0
565,Hion,3,4.67
566,Dru,19,3.47
567,Joel,7,3.43
568,Ian,2,3.0
569,Shalini,3,4.33
570,Kristy,3,4.33
571,Nathan,113,3.89
572,Toni,24,4.38
573,Dave,1,3.0
574,April,55,3.69
575,Robert,6,3.5
576,Betty,12,3.0
577,Jennifer,43,4.14
578,Hong,3,3.67
579,Dan,5,4.0
580,Vanessa,2,3.5
581,jim,5,4.0
582,Kristie,3,4.67
583,Rachel,1,4.0
584,Emily Elizabeth,2,4.5
585,Misskay,2,2.5
586,Jackie,13,3.08
587,Mike,1,4.0
588,Gary,24,3.62
589,Margaret,1,2.0
590,Kathleen,4,4.0
591,Yee Gan,1,4.0
592,Jean,4,4.25
593,Lynda,2,4.0
594,Angie,1,4.0
595,Jessica,2,3.0
596,Melissa,5,3.4
597,Angela,8,3.88
598,Melissa,1,4.0
599,Kelly,5,3.0
600,Jaime,8,3.88
601,Deborah,4,3.5
602,Pamela,2,3.0
603,Jason,1,2.0
604,tr,7,3.29
605,Mary,3,4.67
606,l,1,2.0
607,Oanh,5,2.6
608,Wesley,5,4.6
609,Shari,2,5.0
610,Kathy,21,3.95
611,Soul,1,4.0
612,Libby,210,3.7
613,Andrea,5,3.8
614,Dude,12,4.0
615,Brian,9,3.67
616,Bryan,11,4.91
617,Kat,23,3.52
618,Jeff,8,3.5
619,John,3,3.67
620,Tammy,201,3.99
621,Lili,1,4.0
622,Toree,5,4.4
623,Art,32,4.16
624,Jeff,175,4.02
625,Jenny,2,4.0
626,Jeremy,7,3.57
627,JiaJia,15,3.87
628,Kimberly,3,3.0
629,Patrick,5,4.6
630,Gustavo A.,166,4.03
631,Miss,1,5.0
632,Jean,5,4.6
633,Neal,15,3.8
634,Lauren,4,3.25
635,Gabe,140,4.18
636,Ankita,1,5.0
637,Michelle,4,3.75
638,Steve,6,3.17
639,Tobias,9,4.0
640,Jim,1,4.0
641,Melissa,6,3.5
642,Scott,3,3.33
643,Gaby,5,4.4
644,Esther,8,4.25
645,Amber,6,3.83
646,Char,13,2.85
647,Navdha,1,5.0
648,Jin,17,3.53
649,Jimmy,1,5.0
650,Devashis,1,5.0
651,glori,10,4.0
652,James,3,4.67
653,Mike,42,3.98
654,Renda,10,3.8
655,Rebekah,9,4.11
656,Karen,7,3.86
657,Andrew,6,4.17
658,.Hon,1,1.0
659,Jonny,2,4.0
660,Lisa,1,3.0
661,Jessica,1,5.0
662,Kiran,1,4.0
663,Queenie,5,4.2
664,Olusola,1,4.0
665,Benjamin,1,4.0
666,Myla,2,2.5
667,A,3,3.67
668,Christopher,16,4.06
669,Sheri,2,5.0
670,Alex,7,3.86
671,Franco,1,3.0
672,Ee Vonn,14,4.0
673,Victoria,12,3.42
674,Kevin,1,5.0
675,Swati,1,5.0
676,Helen,7,3.14
677,Charlotte,7,4.14
678,Jeena,4,4.0
679,Melissa,5,3.4
680,J,1,4.0
681,Suzanne,5,2.4
682,Travis,18,4.0
683,Suzanne,5,4.2
684,Jennifer,1,3.0
685,Brett,45,4.47
686,Jim,15,3.4
687,Bonnie,3,3.33
688,Bryon,15,3.8
689,Kimberly,2,5.0
690,Ashley,2,5.0
691,Sabrina,64,3.42
692,Marvin,9,4.11
693,Ken,3,4.0
694,Alicia,2,4.5
695,Franz,8,3.12
696,Clarence,12,3.42
697,Lauren,3,3.33
698,Aimee,1,1.0
699,Joanna,2,3.5
700,Faye,28,3.96
701,Glenn,15,4.13
702,Jennifer,10,4.3
703,Sarah,2,3.5
704,Pete,5,1.8
705,Carole,3,3.67
706,Susan,5,3.0
707,Clarence,1,5.0
708,Alyson,6,4.17
709,Eric,1,3.0
710,Sandy,1,5.0
711,Michael,10,3.3
712,Donna,7,4.57
713,Misha,7,4.14
714,Heidi,7,3.57
715,Pamela,7,3.57
716,Chris,2,3.0
717,Jasen,3,4.67
718,Joanna,1,4.0
719,Diana,5,3.8
720,Rosemary,32,3.06
721,Mike,151,3.82
722,Corey Tess,1,5.0
723,Karly,3,3.33
724,Marina,1,2.0
725,Jeff,2,3.0
726,Randy,2,3.0
727,Kristen,3,3.33
728,Conor,3,4.0
729,Jacqueline,4,2.25
730,Lysa,6,3.33
731,Mandy,16,4.19
732,Lin,4,3.5
733,Tiffany,2,4.0
734,Monica,3,2.67
735,Caroline,5,3.8
736,Frank,6,4.83
737,Ian,9,4.11
738,William,8,4.12
739,Todd,4,3.75
740,John,2,5.0
741,Lisa,17,3.71
742,Steve,1,5.0
743,Kelly,4,3.5
744,Christine,1,5.0
745,Greg,1,3.0
746,Shelly,1,3.0
747,Leah,1,5.0
748,Katherine,1,4.0
749,Mia,16,4.19
750,Melissa,1,3.0
751,chris,3,3.0
752,Daya,114,3.86
753,Tim,13,3.54
754,Jennifer,15,4.47
755,Clara,149,4.03
756,Sara,2,2.5
757,Lucy,1,5.0
758,Jamie,59,3.97
759,Tom,1,2.0
760,Crissy,14,3.64
761,Thai,6,3.83
762,Chris,1,5.0
763,Wendy,2,5.0
764,Pam,15,3.67
765,Shing Yiing,1,3.0
766,Johanna,5,4.8
767,Jay,1,4.0
768,Christa,17,4.0
769,Samantha,5,4.4
770,Leala,122,3.91
771,Sh,1,1.0
772,Laura,1,5.0
773,Dj,3,3.0
774,Christopher,190,3.88
775,Anita,2,4.0
776,Albert,2,3.0
777,David,9,3.89
778,Trecia,1,2.0
779,Dustin,106,4.02
780,Jeremy,9,3.67
781,Alex,2,3.0
782,A,2,5.0
783,Gabriela,3,3.33
784,Samantha,6,3.5
785,Jenny,1,4.0
786,Nick,14,3.5
787,David,4,4.5
788,Sue,1,3.0
789,C,2,4.0
790,Alison,2,4.0
791,Milee,13,3.77
792,Tori,4,3.25
793,Yen,1,3.0
794,Xiao,7,4.14
795,Luke,2,3.0
796,Tundrah,2,4.5
797,Jeff,2,3.0
798,Orby,1,5.0
799,Dan,17,4.12
800,Caesar,1,5.0
801,Tom,22,3.91
802,Kimberly,12,3.75
803,Sara,46,3.91
804,Matt,1,5.0
805,Hiromi,13,3.38
806,Nick,3,2.67
807,William,20,3.6
808,JW,48,3.46
809,Cindy,1,5.0
810,Natasha,7,4.0
811,Jennifer,1,4.0
812,James,3,3.33
813,Jennifer,3,4.33
814,Pete,62,3.37
815,Cristina,69,2.9
816,Renee,1,1.0
817,MELINDA,2,4.5
818,Jaclyn,9,3.56
819,Toya,2,3.0
820,Rod,17,3.47
821,Mimi,27,3.67
822,Gela,3,3.67
823,Holly,71,3.25
824,Heather,3,4.33
825,Tilia,4,3.5
826,John,19,4.0
827,Bing,7,4.43
828,Alex,2,4.0
829,Yaki,16,2.88
830,Laura,2,5.0
831,Becky,3,4.0
832,Jay,53,3.81
833,Jeff,25,3.12
834,Tony,1,4.0
835,Danny,6,3.83
836,Gabriel,20,4.45
837,Richard,22,3.09
838,Ion,1,4.0
839,Maria,3,2.33
840,Frances Valerie,3,5.0
841,Sarcastic,5,3.0
842,Janet,1,4.0
843,Kevin,14,3.86
844,Brenda,102,4.31
845,Jacob,8,2.62
846,Faith,4,3.0
847,Annie,2,4.5
848,Shannon,4,4.25
849,Dave,3,3.0
850,Nikki,2,4.0
851,Jennifer,6,4.33
852,Melinda,63,3.63
853,Becky,4,4.0
854,Alicia,2,5.0
855,Anne,5,3.2
856,Shannon,1,4.0
857,Landon,30,4.43
858,Don,8,4.0
859,Rob,3,4.67
860,Mark,2,4.5
861,Hank,25,2.6
862,Ebony,7,4.0
863,Roger,2,4.5
864,Philip,1,4.0
865,Audra,3,3.67
866,Michelle,52,3.69
867,Daisy,15,3.73
868,Blair,2,4.0
869,Megan,26,3.54
870,Marcus,2,3.0
871,Emily,12,3.0
872,Amy,2,3.5
873,Amy,101,3.83
874,Yuming,1,3.0
875,emely,38,4.24
876,Alicia,5,4.0
877,Kevin,1,4.0
878,Tina,1,3.0
879,George,7,3.71
880,Colleen,553,3.75
881,Kim,3,3.33
882,Elizabeth,2,5.0
883,TootTootTootsie,2,4.0
884,Emme,1,3.0
885,Traveler,174,3.76
886,Amy,6,2.5
887,Carol,1,4.0
888,Mitty,1,2.0
889,Cecilia,2,4.5
890,Sharon,3,4.0
891,Antonella,1,5.0
892,Pam,11,3.27
893,Cheryl,4,3.0
894,Jessica,31,3.45
895,Jake,2,3.0
896,Debbie,1,5.0
897,Tony,2,4.0
898,Tom,2,5.0
899,Christina,3,4.0
900,Rose Leah,1,3.0
901,Wendy,5,3.4
902,Adam,2,2.5
903,Elizabeth,134,3.71
904,Kevin,1,4.0
905,Porya,2,3.5
906,Valerie,3,3.67
907,Naomi,5,3.8
908,Matt,2,4.0
909,Ryan,9,3.44
910,Joshua,93,3.51
911,Jimmy,3,5.0
912,Gerald,2,4.5
913,Lloyd,4,4.0
914,John,49,3.92
915,Jennifer,18,3.56
916,Tejas,1,4.0
917,Laura,1,5.0
918,Samantha,28,3.89
919,Lena,3,3.67
920,Anita,3,3.67
921,Blank,1,5.0
922,Mary,9,4.33
923,Beth,12,3.83
924,Paul,5,2.8
925,Jakki,54,3.69
926,Michael,13,4.08
927,A,1,4.0
928,Monica,2,2.5
929,Stephanie,6,4.17
930,Michael,9,2.11
931,Catherine,2,4.5
932,Jessica,1,4.0
933,Lindsay,30,3.2
934,Mairead,1,5.0
935,A.C.,20,3.35
936,Michael,15,2.67
937,Pizza,1,3.0
938,Alison,1,5.0
939,Glenn,3,3.67
940,Amy,6,4.0
941,Matthew,22,3.86
942,Sovathana,1,3.0
943,Kenny,3,3.67
944,Jessica,13,4.08
945,Kyle,1,2.0
946,Dennis,1,5.0
947,Vince,8,3.75
948,Rolf,2,4.5
949,Chanel,7,3.43
950,Jason,2,2.5
951,Ashley,4,4.5
952,Mark,3,4.0
953,Ant M.,8,3.5
954,Julie,2,5.0
955,Nicole,5,3.6
956,Carrie,10,3.6
957,Victoria,4,4.5
958,Greg,1,4.0
959,Erik,33,3.42
960,Tressi,9,3.78
961,Chris,121,4.45
962,Asuka,4,2.0
963,Ashley,49,3.8
964,Shep,2,4.0
965,Mike,1,4.0
966,Mz,6,4.67
967,Cat,2,2.5
968,Justin,1,5.0
969,Dawn,5,4.0
970,Kami,1,1.0
971,Mike,40,4.0
972,Taj,1,5.0
973,Mike,20,3.85
974,Kendall,1,4.0
975,Edwin,4,4.25
976,Katie,4,4.5
977,Karina,12,4.17
978,Arnel,4,3.75
979,Matt,2,3.0
980,Darius,2,4.5
981,Ashley,72,3.31
982,Jerry,3,3.33
983,Meghan,2,4.5
984,Dan,80,3.85
985,Shirley,1,4.0
986,Veronica,2,4.0
987,Saman,3,3.67
988,Jonathan,2,2.5
989,Andy,3,5.0
990,Chase,1,3.0
991,Ashley,1,4.0
992,Ben,1,2.0
993,Kailey,1,4.0
994,Jewel,3,3.0
995,Patrick,1,5.0
996,Christina,1,1.0
997,Drew,9,3.11
998,Rowena,6,4.0
999,Steve,23,3.87
1000,Stephanie,1,2.0
1001,Tom,327,3.68
1002,Ettya,5,4.2
1003,J,1,5.0
1004,Lily,1,1.0
1005,Jennifer,37,3.76
1006,Cherie,13,4.15
1007,Abigail,7,4.29
1008,Sam,8,4.5
1009,Angela,1,3.0
1010,Linda,2,3.0
1011,Marlana,3,3.0
1012,Joshua,4,4.5
1013,Priscila,6,4.0
1014,Jake,46,4.43
1015,John,17,2.94
1016,Arlyn,1,4.0
1017,Justin,1,2.0
1018,RIMA,13,4.08
1019,Josh,1,4.0
1020,Graham,1,4.0
1021,John,1,4.0
1022,Cristina,1,3.0
1023,Lanie,1,3.0
1024,Sergio,3,4.0
1025,Michelle,4,4.5
1026,Rachel,1,3.0
1027,Tony,3,3.67
1028,Yasmin,1,5.0
1029,Joanna,32,3.16
1030,Lori,8,4.38
1031,Peter,3,3.67
1032,Kristina,1,4.0
1033,Kelly,2,3.0
1034,Stephen,3,3.0
1035,Toni,166,4.35
1036,Mike,12,3.5
1037,Randy,3,5.0
1038,Christopher,1,3.0
1039,Stephanie,10,3.1
1040,Elizabeth,5,3.6
1041,Remie,1,5.0
1042,Natalie,258,3.86
1043,Helen,79,3.76
1044,Jess,5,2.6
1045,victoria,3,4.0
1046,Caitlin,2,2.0
1047,Kate and Bill,1,5.0
1048,Robert,54,4.07
1049,Eric,1,3.0
1050,Allison,1,3.0
1051,Glenn,11,3.82
1052,Robin,19,3.84
1053,Antranise,4,4.75
1054,Carol,2,3.0
1055,Keith,16,3.31
1056,Ashley,2,3.5
1057,Angela,15,3.47
1058,Danielle,10,4.3
1059,M,2,5.0
1060,Nancy,9,3.56
1061,Krishelle,1,5.0
1062,Trung,146,4.18
1063,Erica,1,2.0
1064,Laura,114,3.89
1065,Tom,1,3.0
1066,Valentina,2,3.0
1067,David,126,3.78
1068,Thessa,6,3.17
1069,Doug,58,4.09
1070,Geoff,4,2.75
1071,Victoria,26,4.12
1072,Noel,1,5.0
1073,Janet,5,3.8
1074,Kelley,20,4.2
1075,Isabel,1,3.0
1076,Roland,6,2.67
1077,David,1,5.0
1078,Frank,12,4.08
1079,Davis,7,4.57
1080,K,6,2.5
1081,Krissy,70,4.16
1082,SteveErics,7,2.86
1083,Jess,1,3.0
1084,John,3,2.67
1085,Rich,4,3.25
1086,Joseph,6,4.83
1087,Torie,3,3.33
1088,Lisa,4,3.0
1089,Susan,2,3.0
1090,The,28,4.46
1091,Lindsey,1,5.0
1092,Sunny,4,3.25
1093,Ken,2,3.5
1094,Jessica,14,3.64
1095,Alison,2,4.0
1096,James,43,3.84
1097,stephanie,1,4.0
1098,Donald,6,2.67
1099,David,11,3.82
1100,Mike,2,4.0
1101,Stephanie,5,4.2
1102,Christina,1,1.0
1103,Sterling,2,1.5
1104,Jeffrey,10,4.2
1105,Jason,2,4.0
1106,Anne,1,5.0
